"Country","Region","Happiness Rank","Happiness Score","Economy (GDP per Capita)","Family","Health (Life Expectancy)","Freedom","Trust (Government Corruption)","Generosity","Dystopia Residual","Year","Hapinness State"
"Ireland","Western Europe","18","6.94","1.33596","1.36948","0.89533","0.61777","0.28703","0.45901","1.9757","2015","Very Happy"
"Ireland","Western Europe","19","6.907","1.48341","1.16157","0.81455","0.54008","0.29754","0.44963","2.15988","2016","Very Happy"
"Ireland","Western Europe","15","6.9770002365112","1.5357066392899","1.5582311153412","0.80978262424469","0.57311034202576","0.29838815331459","0.42785832285881","1.7738690376282","2017","Very Happy"
"Israel","Middle East and Northern Africa","11","7.278","1.22857","1.22393","0.91387","0.41319","0.07785","0.33172","3.08854","2015","Very Happy"
"Israel","Middle East and Northern Africa","11","7.267","1.33766","0.99537","0.84917","0.36432","0.08728","0.32288","3.31029","2016","Very Happy"
"Israel","Middle East and Northern Africa","11","7.2129998207092","1.3753824234009","1.3762899637222","0.83840399980545","0.40598860383034","0.085242100059986","0.330082654953","2.8017573356628","2017","Very Happy"
"Italy","Western Europe","50","5.948","1.25114","1.19777","0.95446","0.26236","0.02901","0.22823","2.02518","2015","Happy"
"Italy","Western Europe","50","5.977","1.35495","1.04167","0.85102","0.18827","0.02556","0.16684","2.34918","2016","Happy"
"Italy","Western Europe","48","5.9640002250671","1.3950666189194","1.4449232816696","0.85314434766769","0.25645071268082","0.028028091415763","0.17278964817524","1.8133120536804","2017","Happy"
"Ivory Coast","Sub-Saharan Africa","151","3.655","0.46534","0.77115","0.15185","0.46866","0.17922","0.20165","1.41723","2015","Happy"
"Ivory Coast","Sub-Saharan Africa","139","3.916","0.55507","0.57576","0.04476","0.40663","0.1553","0.20338","1.97478","2016","Happy"
"Ivory Coast","Sub-Saharan Africa","128","4.1799998283386","0.60304892063141","0.90478003025055","0.048642169684172","0.44770619273186","0.13006177544594","0.20123746991158","1.8449642658234","2017","Happy"
"Jamaica","Latin America and Caribbean","65","5.709","0.81038","1.15102","0.68741","0.50442","0.02299","0.2123","2.32038","2015","Happy"
"Jamaica","Latin America and Caribbean","73","5.51","0.89333","0.96372","0.59469","0.43597","0.04294","0.22245","2.35682","2016","Happy"
"Jamaica","Latin America and Caribbean","76","5.3109998703003","0.9255793094635","1.3682180643082","0.64102238416672","0.47430723905563","0.055267781019211","0.23381833732128","1.612325668335","2017","Happy"
"Japan","Eastern Asia","46","5.987","1.27074","1.25712","0.99111","0.49615","0.1806","0.10705","1.68435","2015","Happy"
"Japan","Eastern Asia","53","5.921","1.38007","1.06054","0.91491","0.46761","0.18985","0.10224","1.80584","2016","Happy"
"Japan","Eastern Asia","51","5.9200000762939","1.4169151782989","1.4363378286362","0.91347587108612","0.50562554597855","0.16376073658466","0.12057276815176","1.3632235527039","2017","Happy"
"Jordan","Middle East and Northern Africa","82","5.192","0.90198","1.05392","0.69639","0.40661","0.14293","0.11053","1.87996","2015","Happy"
"Jordan","Middle East and Northern Africa","80","5.303","0.99673","0.86216","0.60712","0.36023","0.13297","0.14262","2.20142","2016","Happy"
"Jordan","Middle East and Northern Africa","74","5.3359999656677","0.99101239442825","1.2390888929367","0.60459005832672","0.41842114925384","0.11980327218771","0.17217046022415","1.7911765575409","2017","Happy"
"Kazakhstan","Central and Eastern Europe","54","5.855","1.12254","1.12241","0.64368","0.51649","0.08454","0.11827","2.24729","2015","Happy"
"Kazakhstan","Central and Eastern Europe","54","5.919","1.22943","0.95544","0.57386","0.4052","0.11132","0.15011","2.49325","2016","Happy"
"Kazakhstan","Central and Eastern Europe","60","5.8189997673035","1.2845562696457","1.3843690156937","0.60604155063629","0.43745428323746","0.11928288638592","0.20196442306042","1.7848925590515","2017","Happy"
"Kenya","Sub-Saharan Africa","125","4.419","0.36471","0.99876","0.41435","0.42215","0.05839","0.37542","1.78555","2015","Happy"
"Kenya","Sub-Saharan Africa","122","4.356","0.52267","0.7624","0.30147","0.40576","0.06686","0.41328","1.88326","2016","Happy"
"Kenya","Sub-Saharan Africa","112","4.5529999732971","0.56047946214676","1.0679507255554","0.30998834967613","0.45276376605034","0.064641319215298","0.44486030936241","1.6519021987915","2017","Happy"
"Kosovo","Central and Eastern Europe","69","5.589","0.80148","0.81198","0.63132","0.24749","0.04741","0.2831","2.76579","2015","Happy"
"Kosovo","Central and Eastern Europe","77","5.401","0.90145","0.66062","0.54","0.14396","0.06547","0.27992","2.80998","2016","Happy"
"Kosovo","Central and Eastern Europe","78","5.2789998054504","0.95148438215256","1.1378535032272","0.54145205020904","0.26028794050217","0.057471618056297","0.31993144750595","2.0105407238007","2017","Happy"
"Kuwait","Middle East and Northern Africa","39","6.295","1.55422","1.16594","0.72492","0.55499","0.25609","0.16228","1.87634","2015","Happy"
"Kuwait","Middle East and Northern Africa","41","6.239","1.61714","0.87758","0.63569","0.43166","0.23669","0.15965","2.28085","2016","Happy"
"Kuwait","Middle East and Northern Africa","39","6.1050000190735","1.6329524517059","1.2596987485886","0.63210570812225","0.49633759260178","0.21515955030918","0.22828979790211","1.6404252052307","2017","Happy"
"Kyrgyzstan","Central and Eastern Europe","77","5.286","0.47428","1.15115","0.65088","0.43477","0.04232","0.3003","2.2327","2015","Happy"
"Kyrgyzstan","Central and Eastern Europe","85","5.185","0.56044","0.95434","0.55449","0.40212","0.04762","0.38432","2.28136","2016","Happy"
"Kyrgyzstan","Central and Eastern Europe","98","5.0040001869202","0.59622007608414","1.3942385911941","0.55345779657364","0.45494338870049","0.039439179003239","0.42858037352562","1.5367231369019","2017","Happy"
"Laos","Southeastern Asia","99","4.876","0.59066","0.73803","0.54909","0.59591","0.24249","0.42192","1.73799","2015","Happy"
"Laos","Southeastern Asia","102","4.876","0.68042","0.5497","0.38291","0.52168","0.22423","0.43079","2.08637","2016","Happy"
"Latvia","Central and Eastern Europe","89","5.098","1.11312","1.09562","0.72437","0.29671","0.06332","0.18226","1.62215","2015","Happy"
"Latvia","Central and Eastern Europe","68","5.56","1.21788","0.95025","0.63952","0.27996","0.0889","0.17445","2.20859","2016","Happy"
"Latvia","Central and Eastern Europe","54","5.8499999046326","1.2607486248016","1.4047149419784","0.63856697082519","0.32570791244507","0.073842726647854","0.15307478606701","1.993655204773","2017","Happy"
"Lebanon","Middle East and Northern Africa","103","4.839","1.02564","0.80001","0.83947","0.33916","0.04582","0.21854","1.57059","2015","Happy"
"Lebanon","Middle East and Northern Africa","93","5.129","1.12268","0.64184","0.76171","0.26228","0.03061","0.23693","2.07339","2016","Happy"
"Lebanon","Middle East and Northern Africa","88","5.2249999046326","1.0749875307083","1.129624247551","0.73508107662201","0.28851598501205","0.037513829767704","0.2644507586956","1.6950738430023","2017","Happy"
"Lesotho","Sub-Saharan Africa","97","4.898","0.37545","1.04103","0.07612","0.31767","0.12504","0.16388","2.79832","2015","Happy"
"Lesotho","Sub-Saharan Africa","139","3.808000087738","0.52102124691009","1.1900951862335","0","0.39066129922867","0.11909464001656","0.15749727189541","1.429835319519","2017","Happy"
"Liberia","Sub-Saharan Africa","116","4.571","0.0712","0.78968","0.34201","0.28531","0.06232","0.24362","2.77729","2015","Happy"
"Liberia","Sub-Saharan Africa","150","3.622","0.10706","0.50353","0.23165","0.25748","0.04852","0.24063","2.23284","2016","Happy"
"Liberia","Sub-Saharan Africa","148","3.5329999923706","0.11904179304838","0.87211793661118","0.22991819679737","0.33288118243218","0.038948249071836","0.26654988527298","1.6732859611511","2017","Happy"
"Libya","Middle East and Northern Africa","63","5.754","1.13145","1.11862","0.7038","0.41668","0.11023","0.18295","2.09066","2015","Happy"
"Libya","Middle East and Northern Africa","67","5.615","1.06688","0.95076","0.52304","0.40672","0.10339","0.17087","2.39374","2016","Happy"
"Libya","Middle East and Northern Africa","68","5.5250000953674","1.1018030643463","1.357564330101","0.5201690196991","0.46573323011398","0.092610210180283","0.15207366645336","1.8350112438202","2017","Happy"
"Lithuania","Central and Eastern Europe","56","5.833","1.14723","1.25745","0.73128","0.21342","0.01031","0.02641","2.44649","2015","Happy"
"Lithuania","Central and Eastern Europe","60","5.813","1.2692","1.06411","0.64674","0.18929","0.0182","0.02025","2.60525","2016","Happy"
"Lithuania","Central and Eastern Europe","52","5.9019999504089","1.3145823478699","1.4735161066055","0.62894994020462","0.23423178493977","0.011865642853081","0.010164656676352","2.2284405231476","2017","Happy"
"Luxembourg","Western Europe","17","6.946","1.56391","1.21963","0.91894","0.61583","0.37798","0.28034","1.96961","2015","Very Happy"
"Luxembourg","Western Europe","20","6.871","1.69752","1.03999","0.84542","0.5487","0.35329","0.27571","2.11055","2016","Very Happy"
"Luxembourg","Western Europe","18","6.8629999160767","1.7419435977936","1.4575836658478","0.84508949518204","0.59662789106369","0.31883442401886","0.28318098187447","1.6195120811462","2017","Very Happy"
"Macedonia","Central and Eastern Europe","93","5.007","0.91851","1.00232","0.73545","0.33457","0.05327","0.22359","1.73933","2015","Happy"
"Macedonia","Central and Eastern Europe","95","5.121","1.0193","0.78236","0.64738","0.27668","0.07047","0.23507","2.08947","2016","Happy"
"Macedonia","Central and Eastern Europe","92","5.1750001907349","1.0645779371262","1.2078930139542","0.6449481844902","0.32590597867966","0.060277793556452","0.25376096367836","1.6174693107605","2017","Happy"
"Madagascar","Sub-Saharan Africa","147","3.681","0.20824","0.66801","0.46721","0.19184","0.08124","0.21333","1.851","2015","Happy"
"Madagascar","Sub-Saharan Africa","148","3.695","0.27954","0.46115","0.37109","0.13684","0.07506","0.2204","2.15075","2016","Happy"
"Madagascar","Sub-Saharan Africa","144","3.6440000534058","0.30580869317055","0.91302037239075","0.37522330880165","0.18919676542282","0.067231975495815","0.20873253047466","1.5846126079559","2017","Happy"
"Malawi","Sub-Saharan Africa","131","4.292","0.01604","0.41134","0.22562","0.43054","0.06977","0.33128","2.80791","2015","Happy"
"Malawi","Sub-Saharan Africa","132","4.156","0.08709","0.147","0.29364","0.4143","0.07564","0.30968","2.82859","2016","Happy"
"Malawi","Sub-Saharan Africa","136","3.9700000286102","0.23344203829765","0.51256883144379","0.31508958339691","0.46691465377808","0.072711654007435","0.28717046976089","2.0817861557007","2017","Happy"
"Malaysia","Southeastern Asia","61","5.77","1.12486","1.07023","0.72394","0.53024","0.10501","0.33075","1.88541","2015","Happy"
"Malaysia","Southeastern Asia","47","6.005","1.25142","0.88025","0.62366","0.39031","0.09081","0.41474","2.35384","2016","Happy"
"Malaysia","Southeastern Asia","42","6.0840001106262","1.2912154197693","1.2846460342407","0.61878442764282","0.40226498246193","0.065600708127022","0.41660892963409","2.004448890686","2017","Happy"
"Mali","Sub-Saharan Africa","138","3.995","0.26074","1.03526","0.20583","0.38857","0.12352","0.18798","1.79293","2015","Happy"
"Mali","Sub-Saharan Africa","135","4.073","0.31292","0.86333","0.16347","0.27544","0.13647","0.21064","2.11087","2016","Happy"
"Mali","Sub-Saharan Africa","127","4.1900000572205","0.47618049383164","1.2814733982086","0.16936567425728","0.30661374330521","0.10497024655342","0.18335419893265","1.6681909561157","2017","Happy"
"Malta","Western Europe","37","6.302","1.2074","1.30203","0.88721","0.60365","0.13586","0.51752","1.6488","2015","Happy"
"Malta","Western Europe","30","6.488","1.30782","1.09879","0.80315","0.54994","0.17554","0.56237","1.99032","2016","Happy"
"Malta","Western Europe","27","6.5269999504089","1.343279838562","1.4884116649628","0.82194423675537","0.58876705169678","0.15306606888771","0.57473057508469","1.5568628311157","2017","Happy"
"Mauritania","Sub-Saharan Africa","124","4.436","0.45407","0.86908","0.35874","0.24232","0.17461","0.219","2.11773","2015","Happy"
"Mauritania","Sub-Saharan Africa","130","4.201","0.61391","0.84142","0.28639","0.1268","0.17955","0.22686","1.9263","2016","Happy"
"Mauritania","Sub-Saharan Africa","123","4.2919998168945","0.64845728874206","1.2720308303833","0.2853492796421","0.09609804302454","0.13695700466633","0.20187002420425","1.6516373157501","2017","Happy"
"Mauritius","Sub-Saharan Africa","71","5.477","1.00761","0.98521","0.7095","0.56066","0.07521","0.37744","1.76145","2015","Happy"
"Mauritius","Sub-Saharan Africa","66","5.648","1.14372","0.75695","0.66189","0.46145","0.05203","0.36951","2.20223","2016","Happy"
"Mauritius","Sub-Saharan Africa","64","5.6290001869202","1.1893955469132","1.2095609903336","0.63800746202469","0.49124732613563","0.042181555181742","0.36093375086784","1.6975839138031","2017","Happy"
"Mexico","Latin America and Caribbean","14","7.187","1.02054","0.91451","0.81444","0.48181","0.21312","0.14074","3.60214","2015","Very Happy"
"Mexico","Latin America and Caribbean","21","6.778","1.11508","0.7146","0.71143","0.37709","0.18355","0.11735","3.55906","2016","Very Happy"
"Mexico","Latin America and Caribbean","25","6.5780000686645","1.1531838178635","1.210862159729","0.70997899770737","0.41273000836372","0.13277411460877","0.12099043279886","2.8371548652649","2017","Happy"
"Moldova","Central and Eastern Europe","52","5.889","0.59448","1.01528","0.61826","0.32818","0.01615","0.20951","3.10712","2015","Happy"
"Moldova","Central and Eastern Europe","55","5.897","0.69177","0.83132","0.52309","0.25202","0.01903","0.19997","3.38007","2016","Happy"
"Moldova","Central and Eastern Europe","56","5.8379998207092","0.72887063026428","1.2518255710602","0.58946520090103","0.24072904884815","0.010091286152601","0.20877912640572","2.8078083992004","2017","Happy"
"Mongolia","Eastern Asia","100","4.874","0.82819","1.3006","0.60268","0.43626","0.02666","0.3323","1.34759","2015","Happy"
"Mongolia","Eastern Asia","101","4.907","0.98853","1.08983","0.55469","0.35972","0.03285","0.34539","1.53586","2016","Happy"
"Mongolia","Eastern Asia","100","4.9549999237061","1.027235865593","1.4930112361908","0.55778348445892","0.39414396882057","0.032902289181948","0.338464230299","1.1112923622131","2017","Happy"
"Montenegro","Central and Eastern Europe","82","5.192","0.97438","0.90557","0.72521","0.1826","0.14296","0.1614","2.10017","2015","Happy"
"Montenegro","Central and Eastern Europe","88","5.161","1.07838","0.74173","0.63533","0.15111","0.12721","0.17191","2.25531","2016","Happy"
"Montenegro","Central and Eastern Europe","83","5.2369999885559","1.1211290359497","1.2383764982223","0.66746467351913","0.19498905539513","0.088174194097519","0.19791102409363","1.7291915416718","2017","Happy"
"Morocco","Middle East and Northern Africa","92","5.013","0.73479","0.64095","0.60954","0.41691","0.08546","0.07172","2.45373","2015","Happy"
"Morocco","Middle East and Northern Africa","90","5.151","0.84058","0.38595","0.59471","0.25646","0.08404","0.04053","2.94891","2016","Happy"
"Morocco","Middle East and Northern Africa","84","5.2350001335144","0.87811458110809","0.77486443519592","0.59771066904068","0.40815833210945","0.08776318281889","0.032209955155849","2.4561893939972","2017","Happy"
"Mozambique","Sub-Saharan Africa","94","4.971","0.08308","1.02626","0.09131","0.34037","0.15603","0.22269","3.05137","2015","Happy"
"Mozambique","Sub-Saharan Africa","113","4.5500001907349","0.2343056499958","0.87070101499557","0.10665443539619","0.48079109191894","0.17943638563156","0.32222810387611","2.3556509017944","2017","Happy"
"Myanmar","Southeastern Asia","129","4.307","0.27108","0.70905","0.48246","0.44017","0.19034","0.79588","1.41805","2015","Happy"
"Myanmar","Southeastern Asia","119","4.395","0.34112","0.69981","0.3988","0.42692","0.20243","0.81971","1.50655","2016","Happy"
"Myanmar","Southeastern Asia","114","4.5450000762939","0.3671105504036","1.1232359409332","0.3975225687027","0.51449203491211","0.18881620466709","0.83807516098023","1.1152904033661","2017","Happy"
"Namibia","Sub-Saharan Africa","113","4.574","0.93287","0.70362","0.34745","0.48614","0.10398","0.07795","1.92198","2016","Happy"
"Namibia","Sub-Saharan Africa","111","4.5739998817444","0.96443432569504","1.0984708070755","0.33861181139946","0.52030354738235","0.093146972358227","0.077133744955063","1.4818902015686","2017","Happy"
"Nepal","Southern Asia","121","4.514","0.35997","0.86449","0.56874","0.38282","0.05907","0.32296","1.95637","2015","Happy"
"Nepal","Southern Asia","107","4.793","0.44626","0.69699","0.50073","0.37012","0.07008","0.3816","2.32694","2016","Happy"
"Nepal","Southern Asia","99","4.9619998931885","0.4798201918602","1.1792832612991","0.50413078069687","0.44030594825745","0.072975546121597","0.39409616589546","1.8912410736084","2017","Happy"
"Netherlands","Western Europe","7","7.378","1.32944","1.28017","0.89284","0.61576","0.31814","0.4761","2.4657","2015","Very Happy"
"Netherlands","Western Europe","7","7.339","1.46468","1.02912","0.81231","0.55211","0.29927","0.47416","2.70749","2016","Very Happy"
"Netherlands","Western Europe","6","7.3769998550415","1.5039446353912","1.4289392232895","0.81069612503052","0.58538448810577","0.28266182541847","0.47048982977867","2.2948040962219","2017","Very Happy"
"New Zealand","Australia and New Zealand","9","7.286","1.25018","1.31967","0.90837","0.63938","0.42922","0.47501","2.26425","2015","Very Happy"
"New Zealand","Australia and New Zealand","8","7.334","1.36066","1.17278","0.83096","0.58147","0.41904","0.49401","2.47553","2016","Very Happy"
"New Zealand","Australia and New Zealand","8","7.3140001296997","1.4057060480118","1.5481951236725","0.81675970554352","0.6140621304512","0.38281670212746","0.50000512599945","2.0464563369751","2017","Very Happy"
"Nicaragua","Latin America and Caribbean","57","5.828","0.59325","1.14184","0.74314","0.55475","0.19317","0.27815","2.32407","2015","Happy"
"Nicaragua","Latin America and Caribbean","48","5.992","0.69384","0.89521","0.65213","0.46582","0.16292","0.29773","2.82428","2016","Happy"
"Nicaragua","Latin America and Caribbean","43","6.0710000991821","0.73729920387268","1.2872157096863","0.65309596061706","0.44755184650421","0.13068798184395","0.3016742169857","2.5139305591583","2017","Happy"
"Niger","Sub-Saharan Africa","144","3.845","0.0694","0.77265","0.29707","0.47692","0.15639","0.19387","1.87877","2015","Happy"
"Niger","Sub-Saharan Africa","142","3.856","0.1327","0.6053","0.26162","0.38041","0.17176","0.2097","2.09469","2016","Happy"
"Niger","Sub-Saharan Africa","135","4.0279998779297","0.1619253307581","0.99302500486374","0.26850500702858","0.36365869641304","0.13857294619083","0.22867384552956","1.8739833831787","2017","Happy"
"Nigeria","Sub-Saharan Africa","78","5.268","0.65435","0.90432","0.16007","0.34334","0.0403","0.27233","2.89319","2015","Happy"
"Nigeria","Sub-Saharan Africa","103","4.875","0.75216","0.64498","0.05108","0.27854","0.0305","0.23219","2.88586","2016","Happy"
"Nigeria","Sub-Saharan Africa","95","5.0739998817444","0.78375625610352","1.215770483017","0.056915730237961","0.3949525654316","0.026121566072106","0.23094719648361","2.3653905391693","2017","Happy"
"North Cyprus","Western Europe","66","5.695","1.20806","1.07008","0.92356","0.49027","0.1428","0.26169","1.59888","2015","Happy"
"North Cyprus","Western Europe","62","5.771","1.31141","0.81826","0.84142","0.43596","0.16578","0.26322","1.93447","2016","Happy"
"North Cyprus","Western Europe","61","5.8099999427795","1.3469113111496","1.1863033771515","0.83464723825455","0.47120362520218","0.15535335242748","0.266845703125","1.5491576194763","2017","Happy"
"Norway","Western Europe","4","7.522","1.459","1.33095","0.88521","0.66973","0.36503","0.34699","2.46531","2015","Very Happy"
"Norway","Western Europe","4","7.498","1.57744","1.1269","0.79579","0.59609","0.35776","0.37895","2.66465","2016","Very Happy"
"Norway","Western Europe","1","7.5370001792908","1.6164631843567","1.5335235595703","0.79666650295258","0.63542258739471","0.31596383452415","0.36201223731041","2.2770266532898","2017","Very Happy"
"Oman","Middle East and Northern Africa","22","6.853","1.36011","1.08182","0.76276","0.63274","0.32524","0.21542","2.47489","2015","Very Happy"
"Pakistan","Southern Asia","81","5.194","0.59543","0.41411","0.51466","0.12102","0.10464","0.33671","3.10709","2015","Happy"
"Pakistan","Southern Asia","92","5.132","0.68816","0.26135","0.40306","0.14622","0.1388","0.31185","3.18286","2016","Happy"
"Pakistan","Southern Asia","80","5.2690000534058","0.72688353061676","0.67269068956375","0.40204778313637","0.23521526157856","0.12434806674719","0.31544601917267","2.7924892902374","2017","Happy"
"Palestinian Territories","Middle East and Northern Africa","108","4.715","0.59867","0.92558","0.66015","0.24499","0.12905","0.11251","2.04384","2015","Happy"
"Palestinian Territories","Middle East and Northern Africa","108","4.754","0.67024","0.71629","0.56844","0.17744","0.10613","0.11154","2.40364","2016","Happy"
"Palestinian Territories","Middle East and Northern Africa","103","4.7750000953674","0.7162492275238","1.1556471586227","0.56566697359085","0.25471106171608","0.089282602071762","0.11417317390442","1.8788902759552","2017","Happy"
"Panama","Latin America and Caribbean","25","6.786","1.06353","1.1985","0.79661","0.5421","0.0927","0.24434","2.84848","2015","Very Happy"
"Panama","Latin America and Caribbean","25","6.701","1.18306","0.98912","0.70835","0.48927","0.08423","0.2418","3.00559","2016","Very Happy"
"Panama","Latin America and Caribbean","30","6.4520001411438","1.2337484359741","1.3731925487518","0.70615613460541","0.55002683401108","0.070983923971653","0.21055693924427","2.3071999549866","2017","Happy"
"Paraguay","Latin America and Caribbean","53","5.878","0.75985","1.30477","0.66098","0.53899","0.08242","0.3424","2.18896","2015","Happy"
"Paraguay","Latin America and Caribbean","70","5.538","0.89373","1.11111","0.58295","0.46235","0.07396","0.25296","2.16091","2016","Happy"
"Paraguay","Latin America and Caribbean","70","5.4930000305176","0.932537317276","1.5072848796845","0.57925069332123","0.47350779175758","0.091065913438797","0.22415065765381","1.6853334903717","2017","Happy"
"Peru","Latin America and Caribbean","58","5.824","0.90019","0.97459","0.73017","0.41496","0.05989","0.14982","2.5945","2015","Happy"
"Peru","Latin America and Caribbean","64","5.743","0.99602","0.81255","0.62994","0.37502","0.05292","0.14527","2.73117","2016","Happy"
"Peru","Latin America and Caribbean","63","5.7150001525879","1.0352252721786","1.2187703847885","0.63016611337662","0.45000287890434","0.047049086540937","0.12681971490383","2.2072694301605","2017","Happy"
"Philippines","Southeastern Asia","90","5.073","0.70532","1.03516","0.58114","0.62545","0.12279","0.24991","1.7536","2015","Happy"
"Philippines","Southeastern Asia","82","5.279","0.81217","0.87877","0.47036","0.54854","0.11757","0.21674","2.23484","2016","Happy"
"Philippines","Southeastern Asia","72","5.4299998283386","0.85769921541214","1.2539175748825","0.4680090546608","0.58521467447281","0.099331893026829","0.19351342320442","1.9726047515869","2017","Happy"
"Poland","Central and Eastern Europe","60","5.791","1.12555","1.27948","0.77903","0.53122","0.04212","0.16759","1.86565","2015","Happy"
"Poland","Central and Eastern Europe","57","5.835","1.24585","1.04685","0.69058","0.4519","0.055","0.14443","2.20035","2016","Happy"
"Poland","Central and Eastern Europe","46","5.9730000495911","1.2917878627777","1.4457119703293","0.69947534799576","0.52034211158752","0.059307806193829","0.1584659665823","1.7977228164673","2017","Happy"
"Portugal","Western Europe","88","5.102","1.15991","1.13935","0.87519","0.51469","0.01078","0.13719","1.26462","2015","Happy"
"Portugal","Western Europe","94","5.123","1.27607","0.94367","0.79363","0.44727","0.01521","0.11691","1.53015","2016","Happy"
"Portugal","Western Europe","89","5.1950001716614","1.3151752948761","1.3670430183411","0.79584354162216","0.49846529960632","0.01586945168674","0.095102712512016","1.1076827049255","2017","Happy"
"Puerto Rico","Latin America and Caribbean","15","7.039","1.35943","1.08113","0.77758","0.46823","0.12275","0.22202","3.0076","2016","Very Happy"
"Qatar","Middle East and Northern Africa","28","6.611","1.69042","1.0786","0.79733","0.6404","0.52208","0.32573","1.55674","2015","Very Happy"
"Qatar","Middle East and Northern Africa","36","6.375","1.82427","0.87964","0.71723","0.56679","0.48049","0.32388","1.58224","2016","Happy"
"Qatar","Middle East and Northern Africa","35","6.375","1.8707656860352","1.2742968797684","0.71009808778763","0.60413098335266","0.43929925560951","0.33047387003899","1.1454644203186","2017","Happy"
"Romania","Central and Eastern Europe","86","5.124","1.04345","0.88588","0.7689","0.35068","0.00649","0.13748","1.93129","2015","Happy"
"Romania","Central and Eastern Europe","71","5.528","1.1697","0.72803","0.67602","0.36712","0.00679","0.12889","2.45184","2016","Happy"
"Romania","Central and Eastern Europe","57","5.8249998092651","1.2176839113236","1.1500912904739","0.68515831232071","0.45700374245644","0.00438790069893","0.13351991772652","2.1768314838409","2017","Happy"
"Russia","Central and Eastern Europe","64","5.716","1.13764","1.23617","0.66926","0.36679","0.03005","0.00199","2.27394","2015","Happy"
"Russia","Central and Eastern Europe","56","5.856","1.23228","1.05261","0.58991","0.32682","0.03586","0.02736","2.59115","2016","Happy"
"Russia","Central and Eastern Europe","49","5.9629998207092","1.2817780971527","1.4692823886871","0.54734933376312","0.37378311157227","0.032962881028652","0.05226382240653","2.2056074142456","2017","Happy"
"Rwanda","Sub-Saharan Africa","154","3.465","0.22208","0.7737","0.42864","0.59201","0.55191","0.22628","0.67042","2015","Happy"
"Rwanda","Sub-Saharan Africa","152","3.515","0.32846","0.61586","0.31865","0.5432","0.50521","0.23552","0.96819","2016","Happy"
"Rwanda","Sub-Saharan Africa","151","3.470999956131","0.36874589323997","0.94570702314377","0.3264248073101","0.58184385299683","0.45522001385689","0.25275602936745","0.54006123542786","2017","Happy"
"Saudi Arabia","Middle East and Northern Africa","35","6.411","1.39541","1.08393","0.72025","0.31048","0.32524","0.13706","2.43872","2015","Happy"
"Saudi Arabia","Middle East and Northern Africa","34","6.379","1.48953","0.84829","0.59267","0.37904","0.30008","0.15457","2.61482","2016","Happy"
"Saudi Arabia","Middle East and Northern Africa","37","6.3439998626709","1.5306235551834","1.2866775989532","0.5901483297348","0.44975057244301","0.27343225479126","0.14761601388454","2.0654296875","2017","Happy"
"Senegal","Sub-Saharan Africa","142","3.904","0.36498","0.97619","0.4354","0.36772","0.10713","0.20843","1.44395","2015","Happy"
"Senegal","Sub-Saharan Africa","128","4.219","0.44314","0.77416","0.40457","0.31056","0.11681","0.19103","1.97861","2016","Happy"
"Senegal","Sub-Saharan Africa","115","4.5349998474121","0.47930902242661","1.1796919107437","0.40936285257339","0.37792226672173","0.11546044796705","0.18346889317036","1.7896461486816","2017","Happy"
"Serbia","Central and Eastern Europe","87","5.123","0.92053","1.00964","0.74836","0.20107","0.02617","0.19231","2.025","2015","Happy"
"Serbia","Central and Eastern Europe","86","5.177","1.03437","0.81329","0.6458","0.15718","0.04339","0.20737","2.27539","2016","Happy"
"Serbia","Central and Eastern Europe","73","5.3949999809265","1.0693175792694","1.2581897974014","0.65078467130661","0.20871552824974","0.040903780609369","0.22012588381767","1.9470844268799","2017","Happy"
"Sierra Leone","Sub-Saharan Africa","123","4.507","0.33024","0.95571","0","0.4084","0.08786","0.21488","2.51009","2015","Happy"
"Sierra Leone","Sub-Saharan Africa","111","4.635","0.36485","0.628","0","0.30685","0.08196","0.23897","3.01402","2016","Happy"
"Sierra Leone","Sub-Saharan Africa","106","4.7090001106262","0.36842092871666","0.9841360449791","0.0055647538974881","0.31869769096375","0.071095176041126","0.2930409014225","2.668459892273","2017","Happy"
"Singapore","Southeastern Asia","24","6.798","1.52186","1.02","1.02525","0.54252","0.4921","0.31105","1.88501","2015","Very Happy"
"Singapore","Southeastern Asia","22","6.739","1.64555","0.86758","0.94719","0.4877","0.46987","0.32706","1.99375","2016","Very Happy"
"Singapore","Southeastern Asia","26","6.5720000267029","1.6922776699066","1.3538143634796","0.94949239492416","0.54984056949616","0.46430778503418","0.34596598148346","1.2163619995117","2017","Happy"
"Slovakia","Central and Eastern Europe","45","5.995","1.16891","1.26999","0.78902","0.31751","0.03431","0.16893","2.24639","2015","Happy"
"Slovakia","Central and Eastern Europe","45","6.078","1.27973","1.08268","0.70367","0.23391","0.02947","0.13837","2.61065","2016","Happy"
"Slovakia","Central and Eastern Europe","40","6.0980000495911","1.3253935575485","1.5050592422485","0.71273291110992","0.29581746459007","0.024210851639509","0.13654448091984","2.0977766513824","2017","Happy"
"Slovenia","Central and Eastern Europe","55","5.848","1.18498","1.27385","0.87337","0.60855","0.03787","0.25328","1.61583","2015","Happy"
"Slovenia","Central and Eastern Europe","63","5.768","1.29947","1.05613","0.79151","0.53164","0.03635","0.25738","1.79522","2016","Happy"
"Slovenia","Central and Eastern Europe","62","5.7579998970032","1.3412059545517","1.4525188207626","0.79082822799683","0.57257580757141","0.045128978788853","0.2426490932703","1.3133172988892","2017","Happy"
